game_id,date,team_1,team_2,game_number,team_winner,patch_version,team_1_ban_1,team_1_ban_2,team_1_ban_3,team_1_ban_4,team_1_ban_5,team_2_ban_1,team_2_ban_2,team_2_ban_3,team_2_ban_4,team_2_ban_5,team_1_pick_1,team_1_pick_2,team_1_pick_3,team_1_pick_4,team_1_pick_5,team_2_pick_1,team_2_pick_2,team_2_pick_3,team_2_pick_4,team_2_pick_5,season
242,15-Mar-2025,btr,evos,1,evos,1.9.48,mathilda,gatotkaca,luo yi,jawhead,tigreal,zhuxin,fanny,yve,cici,chou,badang,harith,joy,faramis,chip,granger,suyou,phoveus,hylos,valentina,15
243,15-Mar-2025,btr,evos,2,btr,1.9.48,mathilda,gatotkaca,phoveus,jawhead,tigreal,zhuxin,fanny,badang,uranus,yve,harith,chou,nolan,luo yi,hilda,cici,suyou,granger,hylos,novaria,15
244,15-Mar-2025,btr,evos,3,evos,1.9.48,mathilda,gatotkaca,phoveus,edith,suyou,zhuxin,fanny,harith,valentina,hilda,badang,moskov,joy,faramis,chip,luo yi,granger,lukas,chou,hylos,15
245,16-Mar-2025,geek,btr,1,btr,1.9.48,luo yi,granger,mathilda,moskov,bruno,zhuxin,fanny,phoveus,hylos,chou,harith,cici,joy,khufra,pharsa,gatotkaca,suyou,badang,vexana,beatrix,15
246,16-Mar-2025,btr,geek,2,btr,1.9.48,mathilda,phoveus,fanny,vexana,moskov,zhuxin,granger,harith,hilda,badang,joy,chou,luo yi,edith,beatrix,gatotkaca,cici,suyou,aurora,karrie,15
247,16-Mar-2025,ae,evos,1,ae,1.9.48,fanny,lukas,granger,jawhead,bruno,zhuxin,harith,yve,hylos,gatotkaca,joy,cici,moskov,khaleed,pharsa,luo yi,phoveus,suyou,badang,irithel,15
248,16-Mar-2025,evos,ae,2,ae,1.9.48,harith,mathilda,badang,suyou,hanzo,zhuxin,granger,fanny,edith,jawhead,joy,hylos,bruno,hilda,luo yi,moskov,gatotkaca,cici,hayabusa,yve,15
249,16-Mar-2025,tlid,dewa,1,tlid,1.9.48,phoveus,mathilda,harith,hylos,luo yi,zhuxin,fanny,suyou,hilda,badang,joy,irithel,gatotkaca,gloo,pharsa,granger,chou,hayabusa,valentina,cici,15
250,16-Mar-2025,dewa,tlid,2,tlid,1.9.48,yve,joy,hayabusa,gloo,luo yi,fanny,zhuxin,harith,phoveus,hilda,mathilda,alpha,moskov,cici,vexana,granger,suyou,khaleed,valentina,badang,15
251,21-Mar-2025,onic,dewa,1,onic,1.9.64,mathilda,harith,moskov,cici,phoveus,zhuxin,yve,fanny,irithel,karrie,suyou,jawhead,cecilion,hilda,bruno,granger,gatotkaca,joy,luo yi,lukas,15
252,21-Mar-2025,dewa,onic,2,dewa,1.9.64,yve,phoveus,suyou,hylos,chip,mathilda,fanny,joy,gloo,cici,harith,hayabusa,chou,badang,lunox,hilda,zhuxin,ling,gatotkaca,granger,15
253,21-Mar-2025,onic,dewa,3,onic,1.9.64,mathilda,harith,moskov,chou,tigreal,zhuxin,yve,fanny,irithel,phoveus,suyou,jawhead,cecilion,gloo,bruno,badang,granger,joy,luo yi,guinevere,15
254,21-Mar-2025,navi,evos,1,evos,1.9.64,fanny,granger,suyou,gloo,hilda,zhuxin,harith,mathilda,gatotkaca,hylos,joy,phoveus,yve,bruno,badang,chip,valentina,lukas,moskov,belerick,15
255,21-Mar-2025,evos,navi,2,evos,1.9.64,luo yi,suyou,phoveus,edith,badang,fanny,granger,mathilda,yve,chip,harith,joy,cici,chou,aurora,zhuxin,gatotkaca,nolan,moskov,hilda,15
256,22-Mar-2025,tlid,geek,1,tlid,1.9.64,phoveus,jawhead,harith,gatotkaca,valentina,fanny,zhuxin,luo yi,badang,gloo,chip,suyou,granger,edith,pharsa,moskov,joy,hilda,khaleed,faramis,15
257,22-Mar-2025,geek,tlid,2,geek,1.9.64,luo yi,mathilda,badang,hilda,valentina,zhuxin,chip,fanny,cici,gatotkaca,harith,hanzo,pharsa,khaleed,chou,jawhead,suyou,moskov,gloo,selena,15
258,22-Mar-2025,tlid,geek,3,geek,1.9.64,jawhead,phoveus,harith,tigreal,gatotkaca,fanny,zhuxin,chip,mathilda,pharsa,joy,granger,hilda,hylos,valentina,moskov,luo yi,suyou,chou,gloo,15
259,22-Mar-2025,onic,btr,1,onic,1.9.64,granger,harith,moskov,beatrix,luo yi,zhuxin,yve,fanny,gloo,lukas,suyou,jawhead,cecilion,karrie,phoveus,mathilda,joy,hilda,irithel,vexana,15
260,22-Mar-2025,btr,onic,2,onic,1.9.64,jawhead,phoveus,fanny,valentina,yve,granger,harith,suyou,beatrix,gloo,joy,zhuxin,chip,hylos,wanwan,hilda,moskov,hayabusa,khaleed,cecilion,15
261,22-Mar-2025,rrq,ae,1,ae,1.9.64,cici,harith,suyou,luo yi,phoveus,zhuxin,chip,fanny,badang,khaleed,joy,irithel,hilda,aurora,khufra,granger,hylos,hanzo,valentina,lukas,15
262,22-Mar-2025,rrq,ae,2,rrq,1.9.64,cici,hanzo,harith,faramis,gatotkaca,fanny,chip,zhuxin,phoveus,lukas,suyou,irithel,jawhead,pharsa,hylos,granger,joy,badang,hilda,valentina,15
263,22-Mar-2025,rrq,ae,3,rrq,1.9.64,hanzo,cici,harith,irithel,moskov,fanny,suyou,joy,lukas,hylos,chip,granger,valentina,phoveus,hayabusa,hilda,zhuxin,khaleed,bruno,ling,15
264,23-Mar-2025,btr,navi,1,btr,1.9.64,mathilda,yve,zhuxin,moskov,phoveus,harith,fanny,granger,valentina,badang,suyou,beatrix,chou,selena,gloo,luo yi,jawhead,lukas,bruno,cici,15
265,23-Mar-2025,navi,btr,2,navi,1.9.64,fanny,granger,joy,hilda,beatrix,mathilda,harith,zhuxin,chou,tigreal,suyou,cecilion,badang,irithel,khaleed,yve,jawhead,nolan,moskov,lukas,15
266,23-Mar-2025,btr,navi,3,btr,1.9.64,mathilda,yve,phoveus,tigreal,moskov,harith,granger,jawhead,zhuxin,hilda,joy,chou,beatrix,terizla,valentina,suyou,badang,cecilion,khaleed,bruno,15
267,23-Mar-2025,geek,rrq,1,rrq,1.9.64,mathilda,jawhead,joy,franco,tigreal,fanny,zhuxin,harith,cici,chou,luo yi,moskov,hanzo,gloo,khaleed,granger,suyou,valentina,gatotkaca,badang,15
268,23-Mar-2025,geek,rrq,2,geek,1.9.64,mathilda,jawhead,luo yi,tigreal,badang,fanny,zhuxin,hanzo,hilda,cecilion,harith,joy,chou,pharsa,gloo,suyou,gatotkaca,granger,cici,faramis,15
269,23-Mar-2025,geek,rrq,3,rrq,1.9.64,mathilda,jawhead,luo yi,suyou,hayabusa,fanny,zhuxin,harith,faramis,gloo,joy,chou,moskov,cecilion,hilda,phoveus,granger,tigreal,valentina,lukas,15
270,23-Mar-2025,ae,dewa,1,dewa,1.9.64,badang,luo yi,chou,granger,moskov,zhuxin,cici,fanny,gloo,tigreal,harith,gatotkaca,joy,pharsa,khaleed,jawhead,suyou,phoveus,beatrix,lunox,15
271,23-Mar-2025,dewa,ae,2,ae,1.9.64,yve,cici,moskov,khaleed,gloo,zhuxin,suyou,fanny,lukas,hayabusa,harith,phoveus,mathilda,hilda,alpha,granger,luo yi,joy,hylos,franco,15
272,23-Mar-2025,ae,dewa,3,ae,1.9.64,fanny,lukas,phoveus,luo yi,yve,zhuxin,cici,hanzo,tigreal,gloo,suyou,gatotkaca,granger,vale,chou,jawhead,harith,hayabusa,cecilion,badang,15
273,18-Apr-2025,navi,onic,1,navi,1.9.64,fanny,harith,luo yi,faramis,valentina,zhuxin,mathilda,granger,pharsa,karrie,kalea,hayabusa,hilda,cecilion,bruno,chou,joy,cici,moskov,selena,15
274,18-Apr-2025,onic,navi,2,onic,1.9.64,hilda,granger,mathilda,yve,aurora,fanny,harith,luo yi,hylos,gloo,zhuxin,badang,suyou,moskov,gatotkaca,kalea,joy,phoveus,valentina,karrie,15
275,18-Apr-2025,navi,onic,3,onic,1.9.64,harith,luo yi,phoveus,jawhead,faramis,hilda,fanny,joy,gatotkaca,hylos,zhuxin,hayabusa,kalea,irithel,chou,granger,suyou,badang,cecilion,gloo,15
276,18-Apr-2025,dewa,evos,1,dewa,1.9.64,luo yi,granger,lukas,bruno,moskov,kalea,chip,zhuxin,jawhead,chou,harith,suyou,vexana,mathilda,phoveus,fanny,badang,cecilion,karrie,cici,15
277,18-Apr-2025,dewa,evos,2,evos,1.9.64,luo yi,lukas,moskov,cecilion,zhuxin,kalea,harith,fanny,jawhead,tigreal,granger,suyou,badang,chou,selena,chip,joy,irithel,yve,hilda,15
278,18-Apr-2025,dewa,evos,3,dewa,1.9.64,luo yi,lukas,chip,cecilion,yve,kalea,harith,fanny,guinevere,chou,granger,joy,zhuxin,phoveus,badang,suyou,jawhead,moskov,aurora,gloo,15
279,19-Apr-2025,btr,tlid,1,tlid,1.9.64,fanny,suyou,hilda,phoveus,chou,luo yi,harith,chip,mathilda,tigreal,zhuxin,badang,lukas,hylos,claude,granger,kalea,joy,cecilion,gloo,15
280,19-Apr-2025,tlid,btr,2,btr,1.9.64,luo yi,harith,phoveus,joy,hayabusa,fanny,suyou,zhuxin,irithel,moskov,kalea,mathilda,lukas,bruno,faramis,chip,granger,valentina,fredrinn,masha,15
281,19-Apr-2025,tlid,btr,3,btr,1.9.64,luo yi,harith,chip,tigreal,mathilda,fanny,suyou,granger,cecilion,yve,kalea,joy,hilda,aurora,karrie,zhuxin,moskov,gloo,chou,lancelot,15
282,19-Apr-2025,rrq,evos,1,rrq,1.9.64,lukas,granger,luo yi,faramis,valentina,harith,fanny,kalea,badang,gloo,chip,hayabusa,zhuxin,moskov,hylos,phoveus,joy,tigreal,irithel,yve,15
283,19-Apr-2025,evos,rrq,2,evos,1.9.64,phoveus,zhuxin,moskov,beatrix,franco,granger,chip,luo yi,faramis,badang,harith,gatotkaca,suyou,chou,vexana,kalea,valentina,fanny,hylos,bruno,15
284,19-Apr-2025,rrq,evos,3,rrq,1.9.64,lukas,granger,luo yi,hilda,hylos,harith,zhuxin,chip,karrie,phoveus,suyou,gatotkaca,cecilion,claude,arlott,moskov,kalea,joy,yve,edith,15
285,19-Apr-2025,geek,ae,1,ae,1.9.64,joy,hanzo,phoveus,zhuxin,luo yi,fanny,kalea,chip,badang,khaleed,harith,hilda,suyou,gatotkaca,pharsa,hayabusa,cici,moskov,chou,selena,15
286,19-Apr-2025,geek,ae,2,geek,1.9.64,joy,hanzo,phoveus,selena,luo yi,fanny,kalea,chip,hilda,badang,harith,suyou,chou,zhuxin,gloo,hayabusa,cici,moskov,gatotkaca,faramis,15
287,19-Apr-2025,ae,geek,3,geek,1.9.64,fanny,chou,phoveus,gloo,chou,joy,kalea,harith,selena,tigreal,cici,hayabusa,moskov,valentina,khaleed,badang,granger,suyou,zhuxin,gatotkaca,15
288,20-Apr-2025,onic,tlid,1,tlid,1.9.64,hilda,granger,moskov,gatotkaca,phoveus,luo yi,harith,chip,hylos,gloo,fanny,cecilion,chou,arlott,beatrix,zhuxin,kalea,joy,badang,karrie,15
289,20-Apr-2025,onic,tlid,2,onic,1.9.64,hilda,joy,zhuxin,phoveus,pharsa,luo yi,harith,chip,cecilion,yve,fanny,badang,granger,cici,valentina,kalea,moskov,suyou,chou,vexana,15
290,20-Apr-2025,onic,tlid,3,tlid,1.9.64,hilda,joy,zhuxin,phoveus,badang,luo yi,harith,fanny,irithel,beatrix,chip,hanzo,kalea,pharsa,moskov,granger,suyou,gatotkaca,valentina,mathilda,15
291,20-Apr-2025,rrq,btr,1,btr,1.9.64,selena,granger,mathilda,valentina,wanwan,fanny,harith,luo yi,cecilion,hayabusa,chip,moskov,lukas,yve,hilda,zhuxin,suyou,gatotkaca,claude,carmilla,15
292,20-Apr-2025,rrq,btr,2,btr,1.9.64,selena,mathilda,moskov,lukas,fredrinn,granger,chip,harith,hilda,uranus,kalea,fanny,yve,phoveus,claude,zhuxin,hylos,masha,joy,ruby,15
293,20-Apr-2025,dewa,geek,1,geek,1.9.64,chip,luo yi,badang,gloo,hilda,harith,granger,kalea,mathilda,jawhead,fanny,zhuxin,phoveus,gatotkaca,karrie,chou,moskov,suyou,hylos,yve,15
294,20-Apr-2025,dewa,geek,2,dewa,1.9.64,chip,luo yi,badang,bruno,claude,harith,granger,kalea,yve,joy,moskov,mathilda,phoveus,fanny,cecilion,chou,suyou,zhuxin,gatotkaca,beatrix,15
295,20-Apr-2025,dewa,geek,3,geek,1.9.64,chip,luo yi,badang,pharsa,aurora,harith,granger,mathilda,gloo,chou,moskov,cecilion,joy,carmilla,uranus,kalea,suyou,claude,phoveus,valentina,15
296,25-Apr-2025,geek,navi,1,geek,1.9.68,hilda,lukas,zhuxin,mathilda,bruno,chip,luo yi,fanny,arlott,moskov,kalea,fredrinn,novaria,floryn,granger,joy,phoveus,faramis,hylos,clint,15
297,25-Apr-2025,geek,navi,2,geek,1.9.68,hilda,lukas,zhuxin,mathilda,arlott,chip,luo yi,fanny,jawhead,pharsa,kalea,suyou,granger,valentina,phoveus,fredrinn,novaria,natan,chou,hylos,15
298,25-Apr-2025,evos,onic,1,evos,1.9.68,moskov,phoveus,luo yi,badang,beatrix,chip,joy,yve,jawhead,cici,harith,fanny,gatotkaca,edith,zhask,kalea,zhuxin,hayabusa,hilda,granger,15
299,25-Apr-2025,onic,evos,2,evos,1.9.68,chip,lukas,fredrinn,phoveus,pharsa,fanny,harith,zhuxin,yve,luo yi,joy,irithel,hilda,cici,valentina,kalea,granger,suyou,hylos,zhask,15
300,26-Apr-2025,dewa,rrq,1,rrq,1.9.68,lukas,luo yi,chip,franco,yve,kalea,zhuxin,fanny,suyou,fredrinn,harith,phoveus,mathilda,valentina,alpha,granger,hilda,hayabusa,novaria,badang,15
301,26-Apr-2025,dewa,rrq,2,rrq,1.9.68,lukas,luo yi,granger,irithel,claude,kalea,zhuxin,fanny,valentina,carmilla,harith,hayabusa,hilda,selena,gatotkaca,suyou,chip,phoveus,pharsa,wanwan,15
302,26-Apr-2025,tlid,ae,1,tlid,1.9.68,hayabusa,phoveus,luo yi,mathilda,arlott,fanny,zhuxin,joy,kalea,cici,harith,suyou,chip,edith,pharsa,granger,selena,fredrinn,novaria,hylos,15
303,26-Apr-2025,ae,tlid,2,ae,1.9.68,fanny,chip,kalea,moskov,vexana,harith,luo yi,zhuxin,selena,tigreal,granger,hayabusa,hylos,khaleed,novaria,hilda,joy,chou,pharsa,irithel,15
304,26-Apr-2025,tlid,ae,3,tlid,1.9.68,hayabusa,luo yi,granger,selena,novaria,fanny,zhuxin,chip,gatotkaca,mathilda,harith,kalea,suyou,edith,yve,joy,phoveus,moskov,hylos,valentina,15
305,26-Apr-2025,evos,btr,1,evos,1.9.68,masha,chip,luo yi,granger,beatrix,fanny,joy,hayabusa,badang,hylos,harith,suyou,yve,gatotkaca,edith,zhuxin,kalea,hanzo,phoveus,wanwan,15
306,26-Apr-2025,evos,btr,2,btr,1.9.68,masha,chip,luo yi,kalea,phoveus,fanny,joy,hayabusa,mathilda,edith,harith,lukas,valentina,hylos,badang,suyou,zhuxin,wanwan,gatotkaca,cici,15
307,26-Apr-2025,evos,btr,3,btr,1.9.68,masha,chip,zhuxin,phoveus,luo yi,fanny,harith,granger,valentina,gatotkaca,kalea,joy,irithel,zhask,hylos,moskov,suyou,tigreal,hilda,novaria,15
308,27-Apr-2025,ae,navi,1,navi,1.9.68,chip,mathilda,fredrinn,zhuxin,valentina,luo yi,joy,phoveus,hanzo,hayabusa,zhuxin,chou,granger,lancelot,hylos,harith,kalea,suyou,hilda,yve,15
309,27-Apr-2025,ae,navi,2,ae,1.9.68,mathilda,hilda,chip,chou,jawhead,luo yi,joy,phoveus,yve,novaria,kalea,hayabusa,granger,hylos,zhask,harith,zhuxin,suyou,gatotkaca,badang,15
310,27-Apr-2025,ae,navi,3,ae,1.9.68,hilda,chip,mathilda,suyou,moskov,luo yi,joy,granger,cici,yve,harith,gatotkaca,hayabusa,badang,zhask,zhuxin,kalea,phoveus,lancelot,bruno,15
311,27-Apr-2025,geek,onic,1,geek,1.9.68,zhuxin,hayabusa,harith,luo yi,hilda,chip,fredrinn,fanny,phoveus,hylos,kalea,moskov,suyou,chou,novaria,joy,granger,gatotkaca,badang,pharsa,15
312,27-Apr-2025,onic,geek,2,onic,1.9.68,chip,fredrinn,suyou,phoveus,hilda,fanny,zhuxin,granger,pharsa,valentina,kalea,hayabusa,harith,luo yi,gatotkaca,moskov,joy,novaria,badang,hylos,15
313,27-Apr-2025,geek,onic,3,onic,1.9.68,luo yi,harith,hayabusa,chou,hilda,chip,fredrinn,fanny,novaria,pharsa,kalea,suyou,moskov,valentina,helcurt,zhuxin,joy,granger,hylos,badang,15
314,27-Apr-2025,dewa,tlid,1,tlid,1.9.68,yve,chip,moskov,karrie,hilda,harith,granger,phoveus,gatotkaca,tigreal,fanny,badang,cecilion,wanwan,chou,zhuxin,kalea,suyou,beatrix,akai,15
315,27-Apr-2025,tlid,dewa,2,dewa,1.9.68,phoveus,granger,moskov,selena,luo yi,chip,fanny,harith,irithel,gatotkaca,zhuxin,joy,hilda,chou,wanwan,suyou,kalea,beatrix,badang,lunox,15
316,27-Apr-2025,dewa,tlid,3,tlid,1.9.68,chip,fanny,yve,hayabusa,khaleed,harith,granger,kalea,cici,beatrix,zhuxin,mathilda,fredrinn,badang,clint,phoveus,moskov,cecilion,gatotkaca,suyou,15
317,2-May-2025,navi,dewa,1,dewa,1.9.68,mathilda,fanny,harith,chou,badang,kalea,chip,granger,bruno,phoveus,zhuxin,hylos,joy,khaleed,karrie,hilda,moskov,hayabusa,gatotkaca,kimmy,15
318,2-May-2025,navi,dewa,2,dewa,1.9.68,mathilda,fanny,joy,gatotkaca,badang,kalea,chip,granger,bruno,lukas,hilda,chou,zhuxin,lunox,yi sun-shin,suyou,harith,phoveus,kimmy,jawhead,15
319,2-May-2025,ae,geek,1,geek,1.9.68,fanny,chip,zhuxin,cici,pharsa,joy,hayabusa,luo yi,granger,selena,kalea,fredrinn,novaria,esmeralda,kimmy,suyou,harith,chou,phoveus,valentina,15
320,2-May-2025,ae,geek,2,geek,1.9.68,fanny,chip,zhuxin,gloo,badang,joy,hayabusa,luo yi,granger,phoveus,kalea,novaria,hanzo,hilda,kimmy,suyou,harith,chou,valentina,hylos,15
321,3-May-2025,evos,ae,1,ae,1.9.68,phoveus,hayabusa,luo yi,fredrinn,hanzo,fanny,chip,suyou,chou,hylos,joy,granger,zhuxin,gatotkaca,badang,harith,selena,kalea,ling,lukas,15
322,3-May-2025,ae,evos,2,ae,1.9.68,fanny,granger,chip,edith,mathilda,joy,hayabusa,harith,valentina,wanwan,suyou,yve,gatotkaca,karrie,cici,zhuxin,kalea,lukas,moskov,jawhead,15
323,3-May-2025,onic,tlid,1,onic,1.9.68,zhuxin,hilda,kalea,phoveus,gloo,luo yi,granger,fanny,gatotkaca,hylos,joy,badang,valentina,chou,claude,harith,chip,hayabusa,pharsa,edith,15
324,3-May-2025,tlid,onic,2,onic,1.9.68,luo yi,granger,cici,valentina,claude,fanny,zhuxin,joy,phoveus,gloo,harith,chip,suyou,edith,novaria,hilda,kalea,hayabusa,pharsa,beatrix,15
325,3-May-2025,btr,rrq,1,btr,1.9.68,hayabusa,chip,luo yi,fredrinn,franco,zhuxin,kalea,granger,pharsa,masha,joy,kimmy,gatotkaca,wanwan,gloo,phoveus,harith,novaria,tigreal,ling,15
326,3-May-2025,rrq,btr,2,rrq,1.9.68,masha,zhuxin,gatotkaca,badang,chou,chip,luo yi,kalea,moskov,phoveus,joy,pharsa,hylos,franco,granger,harith,valentina,hayabusa,hilda,jawhead,15
327,3-May-2025,rrq,btr,3,rrq,1.9.68,masha,gatotkaca,zhuxin,kimmy,khaleed,chip,hayabusa,luo yi,franco,irithel,kalea,lukas,valentina,mathilda,granger,hilda,joy,wanwan,badang,pharsa,15
328,4-May-2025,navi,tlid,1,tlid,1.9.68,fanny,zhuxin,kalea,fredrinn,alpha,hilda,luo yi,granger,moskov,irithel,chip,hylos,joy,claude,pharsa,harith,phoveus,mathilda,valentina,suyou,15
329,4-May-2025,navi,tlid,2,tlid,1.9.68,fanny,zhuxin,mathilda,gatotkaca,valentina,hilda,luo yi,chip,hylos,badang,kalea,granger,joy,gloo,vexana,phoveus,harith,hayabusa,pharsa,chou,15
330,4-May-2025,rrq,onic,1,rrq,1.9.68,fanny,luo yi,valentina,suyou,ling,zhuxin,lukas,franco,hylos,phoveus,chip,hayabusa,granger,selena,esmeralda,harith,kalea,hilda,pharsa,lancelot,15
331,4-May-2025,rrq,onic,2,onic,1.9.68,fanny,valentina,luo yi,novaria,chou,zhuxin,chip,kalea,hilda,selena,joy,granger,gatotkaca,khaleed,kadita,badang,harith,hayabusa,pharsa,hylos,15
332,4-May-2025,rrq,onic,3,onic,1.9.68,fanny,luo yi,valentina,hayabusa,cici,zhuxin,chip,kalea,yve,pharsa,harith,lukas,mathilda,badang,cecilion,gatotkaca,granger,x.borg,faramis,benedetta,15
333,4-May-2025,geek,evos,1,evos,1.9.68,lukas,joy,granger,badang,jawhead,harith,chip,kalea,cecilion,yve,fanny,phoveus,chou,valentina,karrie,zhuxin,moskov,suyou,hylos,franco,15
334,4-May-2025,geek,evos,2,geek,1.9.68,lukas,granger,fanny,gatotkaca,mathilda,harith,chip,kalea,gloo,hylos,joy,yve,chou,claude,edith,phoveus,zhuxin,hayabusa,moskov,ruby,15
335,4-May-2025,geek,evos,3,geek,1.9.68,lukas,fanny,hayabusa,hylos,phoveus,harith,chip,joy,novaria,floryn,kalea,fredrinn,granger,edith,cecilion,zhuxin,suyou,moskov,mathilda,gatotkaca,15
336,9-May-2025,geek,dewa,1,geek,1.9.68,granger,mathilda,harith,beatrix,joy,chip,kalea,suyou,badang,tigreal,fanny,zhuxin,phoveus,claude,helcurt,kimmy,chou,lukas,moskov,hilda,15
337,9-May-2025,geek,dewa,2,geek,1.9.68,granger,mathilda,harith,joy,hayabusa,chip,kalea,phoveus,hilda,gloo,fanny,moskov,zhuxin,gatotkaca,edith,chou,kimmy,badang,ling,ruby,15
338,9-May-2025,tlid,btr,1,btr,1.9.68,luo yi,joy,chip,masha,lukas,fanny,zhuxin,hayabusa,ruby,harith,kimmy,mathilda,phoveus,moskov,suyou,valentina,kalea,granger,gloo,fredrinn,15
339,9-May-2025,tlid,btr,2,tlid,1.9.68,luo yi,joy,kalea,fredrinn,lukas,fanny,zhuxin,chip,chou,ruby,kimmy,phoveus,hayabusa,harith,mathilda,gatotkaca,granger,masha,valentina,ling,15
340,9-May-2025,tlid,btr,3,tlid,1.9.68,luo yi,joy,kalea,lukas,fredrinn,fanny,hayabusa,zhuxin,ling,novaria,chip,harith,phoveus,suyou,pharsa,kimmy,valentina,carmilla,x.borg,masha,15
341,10-May-2025,ae,dewa,1,ae,1.9.68,fanny,mathilda,suyou,granger,pharsa,joy,hayabusa,luo yi,hanzo,ling,harith,gatotkaca,kimmy,leomord,valentina,phoveus,chip,lukas,irithel,lunox,15
342,10-May-2025,ae,dewa,2,ae,1.9.68,fanny,mathilda,suyou,granger,beatrix,joy,hayabusa,luo yi,yve,novaria,harith,phoveus,ling,pharsa,gatotkaca,kimmy,kalea,fredrinn,cici,moskov,15
343,10-May-2025,rrq,evos,1,rrq,1.9.68,granger,fanny,mathilda,gloo,gatotkaca,chip,joy,harith,zhuxin,phoveus,kimmy,hayabusa,hylos,luo yi,badang,kalea,valentina,suyou,moskov,edith,15
344,10-May-2025,rrq,evos,2,rrq,1.9.68,granger,fanny,hayabusa,beatrix,irithel,chip,kimmy,harith,gloo,cici,joy,zhuxin,hylos,wanwan,franco,kalea,suyou,yve,bruno,edith,15
345,10-May-2025,navi,onic,1,onic,1.9.68,fanny,hayabusa,luo yi,faramis,cici,zhuxin,joy,chip,harith,moskov,kalea,valentina,lukas,edith,irithel,kimmy,gatotkaca,x.borg,granger,benedetta,15
346,10-May-2025,onic,navi,2,onic,1.9.68,lukas,zhuxin,hilda,granger,wanwan,fanny,kimmy,luo yi,gloo,gatotkaca,kalea,harith,hayabusa,valentina,hylos,phoveus,chip,suyou,moskov,valir,15
347,11-May-2025,rrq,geek,1,geek,1.9.68,fanny,harith,zhuxin,fredrinn,x.borg,joy,kimmy,luo yi,pharsa,yve,chip,suyou,gloo,valentina,granger,kalea,phoveus,faramis,claude,ling,15
348,11-May-2025,geek,rrq,2,rrq,1.9.68,lukas,phoveus,hayabusa,franco,badang,kalea,chip,joy,gatotkaca,hilda,zhuxin,fanny,harith,chou,edith,suyou,hylos,moskov,pharsa,tigreal,15
349,11-May-2025,geek,rrq,3,rrq,1.9.68,lukas,hayabusa,phoveus,luo yi,franco,kalea,fanny,joy,helcurt,gloo,harith,ling,zhuxin,edith,chip,hylos,suyou,kimmy,badang,zhask,15
350,11-May-2025,btr,navi,1,btr,1.9.68,hayabusa,luo yi,fanny,cici,phoveus,chip,harith,granger,masha,wanwan,kalea,pharsa,fredrinn,beatrix,arlott,joy,kimmy,gatotkaca,terizla,moskov,15
351,11-May-2025,navi,btr,2,btr,1.9.68,fredrinn,harith,mathilda,phoveus,akai,kalea,hayabusa,chip,pharsa,luo yi,granger,fanny,hilda,jawhead,kimmy,chou,joy,moskov,badang,zhuxin,15
352,11-May-2025,evos,tlid,1,tlid,1.9.68,mathilda,harith,moskov,beatrix,badang,luo yi,granger,chip,lolita,edith,fanny,gatotkaca,bruno,yve,gloo,kimmy,kalea,suyou,phoveus,pharsa,15
353,11-May-2025,tlid,evos,2,evos,1.9.68,luo yi,granger,kalea,zhask,edith,chip,fanny,kimmy,tigreal,chou,harith,phoveus,zhuxin,hayabusa,gatotkaca,jawhead,suyou,beatrix,gloo,yve,15
354,11-May-2025,tlid,evos,3,tlid,1.9.68,luo yi,jawhead,harith,valentina,gatotkaca,chip,fanny,kimmy,pharsa,beatrix,kalea,phoveus,hayabusa,yve,karrie,granger,joy,gloo,faramis,hylos,15
355,16-May-2025,ae,tlid,1,ae,1.9.68,fanny,suyou,harith,moskov,chou,luo yi,chip,kalea,selena,novaria,phoveus,ling,gatotkaca,clint,yve,hayabusa,kimmy,hilda,zhuxin,khaleed,15
356,16-May-2025,ae,tlid,2,ae,1.9.68,fanny,suyou,harith,badang,pharsa,luo yi,chip,phoveus,valentina,selena,kimmy,gatotkaca,ling,franco,granger,hayabusa,kalea,moskov,novaria,baxia,15
357,16-May-2025,dewa,btr,1,btr,1.9.68,masha,harith,chou,yve,badang,fanny,kalea,kimmy,cici,phoveus,zhuxin,joy,granger,terizla,gatotkaca,fredrinn,chip,moskov,luo yi,lancelot,15
358,16-May-2025,btr,dewa,2,btr,1.9.68,hayabusa,fanny,luo yi,cici,tigreal,joy,masha,kimmy,yve,pharsa,kalea,chip,beatrix,cecilion,baxia,harith,zhuxin,suyou,gatotkaca,edith,15
359,17-May-2025,tlid,geek,1,geek,1.9.68,luo yi,phoveus,harith,yve,valentina,fanny,kimmy,kalea,joy,hayabusa,chip,zhuxin,moskov,gatotkaca,lukas,badang,granger,suyou,zhask,gloo,15
360,17-May-2025,tlid,geek,2,tlid,1.9.68,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith,chip,suyou,zhuxin,gatotkaca,bruno,granger,badang,joy,zhask,hylos,15
361,17-May-2025,tlid,geek,3,geek,1.9.68,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith,chip,zhuxin,suyou,bruno,gatotkaca,granger,badang,joy,valentina,terizla,15
362,17-May-2025,ae,rrq,1,rrq,1.9.68,suyou,lukas,hylos,badang,tigreal,kimmy,harith,kalea,granger,yve,phoveus,ling,gatotkaca,karrie,selena,zhuxin,hayabusa,hilda,beatrix,franco,15
